Aug-19,108,25
Aug-19,265,112
Aug-19,108,30
Aug-19,118,31
Aug-19,100,10
Aug-19,130,47
Aug-19,158,93
Aug-19,195,94
Aug-19,145,62
Aug-19,105,25
Aug-19,188,84
Aug-19,582,463
Aug-19,273,185
Aug-19,126,37
Aug-19,110,32
Aug-19,125,31
Aug-19,146,53
Aug-19,195,70
Aug-19,120,25
Aug-19,88,17
Aug-19,105,26
Aug-19,185,65
Aug-19,167,68
Aug-19,130,35
Aug-19,228,133
Aug-19,86,23
Aug-19,210,98
Aug-19,109,29
Aug-19,133,47
Aug-19,96,11
Aug-19,90,6
Aug-19,124,82
Aug-19,118,54
Aug-19,257,110
Aug-19,224,136
Aug-19,236,131
Aug-19,130,45
Aug-19,114,67
Aug-19,172,43
Aug-19,175,96
Aug-19,351,238
Aug-19,153,80
Aug-19,104,39
Aug-19,288,135
Aug-19,118,37
Aug-19,104,22
Aug-19,136,34
Aug-19,71,8
Aug-19,143,71
Aug-19,250,106
Aug-19,128,57
Aug-19,144,80
Aug-19,206,122
Aug-19,126,31
Aug-19,54,0
Aug-19,163,57
Aug-19,84,9
Aug-19,467,320
Aug-19,64,22
Aug-19,198,92
Aug-19,136,41
Aug-19,140,46
Aug-19,52,0
Aug-19,187,97
Aug-19,161,88
Aug-19,132,53
Aug-19,214,136
Aug-19,132,95
Aug-19,266,135
Aug-19,196,109
Aug-19,235,128
Aug-19,233,121
Aug-19,157,76
Aug-19,116,49
Aug-19,110,32
Aug-19,269,172
Aug-19,315,204
Aug-19,123,31
Aug-19,113,23
Aug-19,89,37
Aug-19,195,113
Aug-19,92,30
Aug-19,259,127
Aug-19,128,53
Aug-19,117,58
Aug-19,96,41
Aug-19,114,35
Aug-19,136,62
Aug-19,104,76
Aug-19,229,84
Aug-19,150,50
Aug-19,148,63
Aug-19,186,84
Aug-19,108,40
Aug-19,238,131
Aug-19,165,71
Aug-19,116,49
Aug-19,175,81
Aug-19,191,77
Aug-19,228,126
Aug-19,104,35
Aug-19,106,37
Aug-19,180,67
Aug-19,137,61
Aug-19,169,76
Aug-19,213,86
Aug-19,158,82
Aug-19,157,50
Aug-19,203,97
Aug-19,103,10
Aug-19,389,231
Aug-19,134,72
Aug-19,122,16
Aug-19,130,55
Aug-19,113,59
Aug-19,107,40
Aug-19,346,249
Aug-19,177,69
Aug-19,104,55
Aug-19,88,16
Aug-19,136,44
Aug-19,146,57
Aug-19,131,51
Aug-19,216,124
Aug-19,160,68
Aug-19,173,51
Aug-19,395,277
Aug-19,185,109
Aug-19,147,63
Aug-19,128,41
Aug-19,101,33
Aug-19,137,42
Aug-19,195,107
Aug-19,242,136
Aug-19,141,54
Aug-19,134,50
Aug-19,204,96
Aug-19,160,51
Aug-19,246,156
Aug-19,257,137
Aug-19,100,76
Aug-19,180,45
Aug-19,140,37
Aug-19,207,88
Aug-19,112,36
Aug-19,285,150
Aug-19,126,34
Aug-19,126,43
Aug-19,131,36
Aug-19,258,126
Aug-19,174,76
Aug-19,112,74
Aug-19,162,65
Aug-19,151,66
Aug-19,164,62
Aug-19,157,61
Aug-19,150,76
Aug-19,194,94
Aug-19,117,30
Aug-19,127,30
Aug-19,145,26
Aug-19,84,14
Aug-19,116,41
Aug-19,162,75
Aug-19,355,276
Aug-19,165,48
Aug-19,123,38
Aug-19,155,64
Aug-19,82,13
Aug-19,131,48
Aug-19,99,19
Aug-19,164,53
Aug-19,119,45
Aug-19,392,314
Aug-19,107,46
Aug-19,202,119
Aug-19,153,56
Aug-19,249,151
Aug-19,135,63
Aug-19,425,288
Aug-19,133,49
Aug-19,112,22
Aug-19,97,25
Aug-19,150,75
Aug-19,89,14
Aug-19,307,228
Aug-19,195,65
Aug-19,147,34
Aug-19,173,88
Aug-19,206,92
Aug-19,321,218
Aug-19,137,49
Aug-19,302,224
Aug-19,373,209
Aug-19,134,79
Aug-19,145,54
Aug-19,104,0
Aug-19,163,56
Aug-19,177,88
Aug-19,202,114
Aug-19,128,40
Aug-19,85,26
Aug-19,243,160
Aug-19,130,35
Aug-19,84,14
Aug-19,122,54
Aug-19,131,36
Aug-19,112,27
Aug-19,330,216
Aug-19,118,16
Aug-19,109,20
Aug-19,160,45
Aug-19,137,52
Aug-19,172,77
Aug-19,87,3
Aug-19,149,45
Aug-19,213,119
Aug-19,203,113
Aug-19,117,78
Aug-19,322,218
Aug-19,124,62
Aug-19,260,180
Aug-19,140,46
Aug-19,164,70
Aug-19,254,174
Aug-19,131,49
Aug-19,93,24
Aug-19,249,134
Aug-19,120,37
Aug-19,143,67
Aug-19,114,13
Aug-19,86,18
Aug-19,153,70
Aug-19,104,23
Aug-19,119,32
Aug-19,206,77
Aug-19,321,228
Aug-19,147,75
Aug-19,222,102
Aug-19,65,25
Aug-19,84,24
Aug-19,294,188
Aug-19,131,67
Aug-19,148,36
Aug-19,93,23
Aug-19,124,22
Aug-19,239,151
Aug-19,104,28
Aug-19,150,59
Aug-19,195,101
Aug-19,122,38
Aug-19,117,32
Aug-19,100,24
Aug-19,181,107
Aug-19,161,86
Aug-19,85,16
Aug-19,118,41
Aug-19,175,57
Aug-19,158,63
Aug-19,95,24
Aug-19,168,91
Aug-19,351,264
Aug-19,143,46
Aug-19,290,156
Aug-19,123,37
Aug-19,112,60
Aug-19,137,61
Aug-19,269,150
Aug-19,129,77
Aug-19,71,14
Aug-19,149,30
Aug-19,188,88
Aug-19,86,20
Aug-19,161,108
Aug-19,103,26
Aug-19,113,20
Aug-19,121,56
Aug-19,56,6
Aug-19,168,75
Aug-19,86,20
Aug-19,296,201
Aug-19,222,146
Aug-19,168,89
Aug-19,94,33
Aug-19,116,45
Aug-19,54,0
Aug-19,152,51
Aug-19,84,22
Aug-19,117,52
Aug-19,193,100
Aug-19,192,76
Aug-19,151,50
Aug-19,110,75
Aug-19,156,63
Aug-19,169,86
Aug-19,106,34
Aug-19,176,57
Aug-19,194,107
Aug-19,67,16
Aug-19,133,44
Aug-19,114,24
Aug-19,206,91
Aug-19,153,70
Aug-19,211,112
Aug-19,131,28
Aug-19,218,98
Aug-19,111,25
Aug-19,128,36
Aug-19,166,38
Aug-19,132,46
Aug-19,155,67
Aug-19,81,19
Aug-19,240,151
Aug-19,118,49
Aug-19,95,11
Aug-19,302,187
Aug-19,195,116
Aug-19,85,3
Aug-19,150,54
Aug-19,246,131
Aug-19,171,71
Aug-19,219,125
Aug-19,308,136
Aug-19,133,47
Aug-19,263,167
Aug-19,136,52
Aug-19,145,73
Aug-19,235,167
Aug-19,151,72
Aug-19,109,20
Aug-19,133,57
Aug-19,136,46
Aug-19,161,62
Aug-19,94,18
Aug-19,100,38
Aug-19,182,88
Aug-19,159,61
Aug-19,149,59
Aug-19,63,19
Aug-19,150,67
Aug-19,78,14
Aug-19,197,108
Aug-19,246,178
Aug-19,188,68
Aug-19,170,55
Aug-19,82,8
Aug-19,197,119
Aug-19,213,127
Aug-19,170,75
Aug-19,128,46
Aug-19,102,31
Aug-19,119,32
Aug-19,208,95
Aug-19,124,18
Aug-19,232,147
Aug-19,116,21
Aug-19,159,34
Aug-19,128,24
Aug-19,92,23
Aug-19,379,278
Aug-19,205,107
Aug-19,371,191
Aug-19,137,54
Aug-19,235,131
Aug-19,264,159
Aug-19,130,37
Aug-19,158,85
Aug-19,205,115
Aug-19,122,64
Aug-19,58,25
Aug-19,97,29
Aug-19,115,32
Aug-19,144,58
Aug-19,118,23
Aug-19,180,133
Aug-19,145,51
Aug-19,328,223
Aug-19,127,52
Aug-19,177,69
Aug-19,133,48
Aug-19,184,84
Aug-19,107,13
Sep-19,172,58
Sep-19,133,54
Sep-19,132,37
Sep-19,136,57
Sep-19,190,115
Sep-19,213,89
Sep-19,281,191
Sep-19,122,41
Sep-19,168,110
Sep-19,112,44
Sep-19,166,68
Sep-19,165,58
Sep-19,68,19
Sep-19,77,13
Sep-19,129,58
Sep-19,140,50
Sep-19,200,111
Sep-19,206,117
Sep-19,228,127
Sep-19,219,140
Sep-19,170,81
Sep-19,137,36
Sep-19,152,61
Sep-19,330,88
Sep-19,90,14
Sep-19,322,116
Sep-19,172,71
Sep-19,141,67
Sep-19,109,31
Sep-19,126,53
Sep-19,325,220
Sep-19,89,29
Sep-19,105,33
Sep-19,65,5
Sep-19,389,241
Sep-19,120,35
Sep-19,88,52
Sep-19,152,73
Sep-19,172,80
Sep-19,102,50
Sep-19,100,31
Sep-19,194,37
Sep-19,145,24
Sep-19,241,160
Sep-19,155,51
Sep-19,177,91
Sep-19,202,109
Sep-19,114,37
Sep-19,168,47
Sep-19,149,35
Sep-19,116,16
Sep-19,112,26
Sep-19,170,48
Sep-19,251,137
Sep-19,332,121
Sep-19,146,33
Sep-19,134,32
Sep-19,210,75
Sep-19,121,76
Sep-19,172,42
Sep-19,100,18
Sep-19,140,58
Sep-19,229,98
Sep-19,184,80
Sep-19,99,15
Sep-19,114,58
Sep-19,233,116
Sep-19,136,45
Sep-19,109,42
Sep-19,141,38
Sep-19,117,40
Sep-19,132,46
Sep-19,235,105
Sep-19,310,244
Sep-19,153,25
Sep-19,92,23
Sep-19,128,43
Sep-19,103,28
Sep-19,142,35
Sep-19,111,34
Sep-19,227,116
Sep-19,146,86
Sep-19,242,119
Sep-19,306,185
Sep-19,115,36
Sep-19,149,65
Sep-19,158,79
Sep-19,156,52
Sep-19,138,41
Sep-19,108,28
Sep-19,101,18
Sep-19,193,77
Sep-19,243,105
Sep-19,153,37
Sep-19,117,51
Sep-19,146,78
Sep-19,112,33
Sep-19,140,61
Sep-19,166,75
Sep-19,198,90
Sep-19,159,63
Sep-19,227,137
Sep-19,123,34
Sep-19,494,348
Sep-19,205,100
Sep-19,209,98
Sep-19,206,99
Sep-19,150,50
Sep-19,325,150
Sep-19,78,2
Sep-19,204,73
Sep-19,99,22
Sep-19,103,48
Sep-19,96,24
Sep-19,318,192
Sep-19,141,66
Sep-19,116,43
Sep-19,146,50
Sep-19,150,63
Sep-19,151,31
Sep-19,103,62
Sep-19,162,79
Sep-19,97,35
Sep-19,102,28
Sep-19,121,25
Sep-19,206,104
Sep-19,96,54
Sep-19,95,44
Sep-19,279,151
Sep-19,141,48
Sep-19,294,199
Sep-19,173,95
Sep-19,380,313
Sep-19,129,101
Sep-19,127,32
Sep-19,201,112
Sep-19,91,20
Sep-19,109,10
Sep-19,111,83
Sep-19,193,105
Sep-19,238,141
Sep-19,151,37
Sep-19,273,175
Sep-19,185,52
Sep-19,159,72
Sep-19,132,21
Sep-19,152,51
Sep-19,194,76
Sep-19,223,133
Sep-19,103,4
Sep-19,71,13
Sep-19,219,109
Sep-19,214,116
Sep-19,100,23
Sep-19,245,114
Sep-19,103,45
Sep-19,295,176
Sep-19,144,44
Sep-19,94,7
Sep-19,105,46
Sep-19,171,92
Sep-19,143,45
Sep-19,135,43
Sep-19,142,55
Sep-19,196,107
Sep-19,129,29
Sep-19,168,100
Sep-19,133,50
Sep-19,162,86
Sep-19,56,0
Sep-19,113,36
Sep-19,140,65
Sep-19,284,122
Sep-19,99,19
Sep-19,373,270
Sep-19,103,28
Sep-19,112,33
Sep-19,92,11
Sep-19,223,130
Sep-19,139,53
Sep-19,70,0
Sep-19,327,166
Sep-19,206,109
Sep-19,93,10
Sep-19,170,75
Sep-19,140,55
Sep-19,105,14
Sep-19,133,53
Sep-19,106,21
Sep-19,181,75
Sep-19,130,54
Sep-19,188,32
Sep-19,302,213
Sep-19,182,87
Sep-19,264,119
Sep-19,101,13
Sep-19,179,85
Sep-19,113,32
Sep-19,193,77
Sep-19,127,46
Sep-19,184,71
Sep-19,278,180
Sep-19,146,69
Sep-19,344,231
Sep-19,105,38
Sep-19,184,96
Sep-19,192,86
Sep-19,136,46
Sep-19,147,61
Sep-19,206,94
Sep-19,199,115
Sep-19,169,57
Sep-19,156,56
Sep-19,136,58
Sep-19,106,27
Sep-19,85,19
Sep-19,133,41
Sep-19,94,26
Sep-19,111,52
Sep-19,135,41
Sep-19,153,45
Sep-19,140,50
Sep-19,144,55
Sep-19,81,11
Sep-19,130,57
Sep-19,195,85
Sep-19,180,105
Sep-19,114,40
Sep-19,393,298
Sep-19,140,41
Sep-19,119,42
Sep-19,192,75
Sep-19,103,47
Sep-19,106,42
Sep-19,165,64
Sep-19,103,26
Sep-19,193,133
Sep-19,118,6
Sep-19,101,42
Sep-19,150,66
Sep-19,230,104
Sep-19,118,42
Sep-19,107,25
Sep-19,92,22
Sep-19,191,78
Sep-19,87,27
Sep-19,167,51
Sep-19,325,176
Sep-19,276,181
Sep-19,123,27
Sep-19,162,66
Sep-19,115,18
Sep-19,146,46
Sep-19,108,22
Sep-19,118,55
Sep-19,171,50
Sep-19,203,74
Sep-19,135,56
Sep-19,104,16
Sep-19,126,35
Sep-19,153,67
Sep-19,127,32
Sep-19,184,76
Sep-19,67,20
Sep-19,127,51
Sep-19,444,360
Sep-19,147,83
Sep-19,145,53
Sep-19,146,22
Sep-19,193,95
Sep-19,140,49
Sep-19,133,38
Sep-19,120,64
Sep-19,199,47
Sep-19,150,53
Sep-19,80,10
Sep-19,96,40
Sep-19,164,74
Sep-19,153,74
Sep-19,130,50
Sep-19,83,13
Sep-19,163,73
Sep-19,106,17
Sep-19,119,45
Sep-19,118,16
Sep-19,166,90
Sep-19,97,24
Sep-19,182,85
Sep-19,115,46
Sep-19,120,48
Sep-19,139,41
Sep-19,119,69
Sep-19,104,26
Sep-19,193,88
Sep-19,171,91
Sep-19,129,36
Sep-19,148,54
Sep-19,118,83
Sep-19,200,101
Sep-19,189,80
Sep-19,155,68
Sep-19,141,68
Sep-19,100,19
Sep-19,279,202
Sep-19,134,101
Sep-19,199,80
Sep-19,148,28
Sep-19,96,7
Sep-19,196,25
Sep-19,115,35
Sep-19,157,56
Sep-19,100,21
Sep-19,96,38
Sep-19,155,62
Sep-19,107,31
Sep-19,180,69
Sep-19,125,42
Sep-19,80,16
Sep-19,113,37
Sep-19,296,175
Sep-19,140,33
Sep-19,118,47
Sep-19,147,67
Sep-19,104,29
Sep-19,178,116
Sep-19,169,67
Sep-19,132,18
Sep-19,91,14
Sep-19,290,170
Sep-19,189,101
Sep-19,114,40
Sep-19,227,130
Sep-19,86,16
Sep-19,117,31
Sep-19,112,42
Sep-19,269,165
Sep-19,172,25
Sep-19,54,22
Sep-19,133,25
Sep-19,125,47
Sep-19,145,63
Sep-19,275,185
Sep-19,193,116
Sep-19,65,0
Sep-19,161,41
Sep-19,115,33
Sep-19,81,7
Sep-19,149,58
Sep-19,135,94
Sep-19,109,60
Sep-19,162,55
Sep-19,119,39
Sep-19,113,24
Sep-19,104,33
Sep-19,191,68
Sep-19,136,55
Sep-19,175,73
Sep-19,152,64
Sep-19,108,16
Sep-19,132,40
Sep-19,205,105
Sep-19,301,201
Sep-19,127,54
Sep-19,219,127
Sep-19,240,147
Sep-19,131,30
Sep-19,1,1
Sep-19,289,171
Sep-19,108,33
Sep-19,154,68
Sep-19,50,0
Sep-19,109,27
Sep-19,83,26
Sep-19,163,59
Sep-19,103,16
Sep-19,93,19
Sep-19,136,55
Sep-19,111,38
Sep-19,188,70
Sep-19,819,696
Sep-19,256,151
Sep-19,130,23
Sep-19,115,36
Sep-19,194,82
Sep-19,261,144
Sep-19,92,29
Sep-19,97,54
Sep-19,175,57
Sep-19,146,72
Sep-19,194,50
Sep-19,222,119
Sep-19,198,85
Sep-19,173,62
Sep-19,83,14
Sep-19,177,80
Sep-19,187,88
Sep-19,50,0
Sep-19,143,55
Sep-19,361,271
Sep-19,142,44
Sep-19,180,71
Sep-19,399,198
Sep-19,104,31
Sep-19,113,75
Sep-19,54,19
Sep-19,162,70
Sep-19,190,78
Sep-19,128,50
Sep-19,88,22
Sep-19,159,26
Sep-19,130,19
Sep-19,127,40
Sep-19,88,14
Sep-19,133,13
Sep-19,172,82
Sep-19,241,129
Sep-19,121,36
Sep-19,139,34
Sep-19,128,48
Sep-19,164,66
Sep-19,202,103
Sep-19,103,17
Sep-19,102,41
Sep-19,183,91
Sep-19,87,19
Sep-19,150,68
Sep-19,214,69
Sep-19,177,78
Sep-19,146,30
Sep-19,161,64
Sep-19,85,16
Sep-19,133,28
Sep-19,194,87
Sep-19,225,146
Sep-19,224,133
Sep-19,107,16
Sep-19,115,35
Sep-19,143,62
Sep-19,151,85
Sep-19,122,33
Sep-19,78,9
Sep-19,357,222
Sep-19,90,10
Sep-19,121,31
Sep-19,123,40
Sep-19,169,84
Sep-19,154,34
Sep-19,105,28
Sep-19,112,32
Sep-19,150,51
Sep-19,163,87
Sep-19,97,21
Sep-19,161,79
Sep-19,187,74
Sep-19,175,67
Sep-19,232,120
Sep-19,156,82
Sep-19,131,59
Sep-19,108,31
Sep-19,148,59
Sep-19,146,60
Sep-19,105,27
Sep-19,150,37
Sep-19,119,42
Sep-19,127,45
Sep-19,141,61
Sep-19,187,81
Sep-19,145,52
Sep-19,123,23
Sep-19,135,42
Sep-19,230,141
Sep-19,146,67
Sep-19,79,11
Sep-19,245,125
Sep-19,112,39
Sep-19,132,50
Sep-19,115,28
Sep-19,188,42
Sep-19,126,35
Sep-19,100,33
Sep-19,228,120
Sep-19,210,124
Sep-19,147,70
Sep-19,94,34
Sep-19,151,33
Sep-19,146,63
Sep-19,166,87
Sep-19,218,85
Sep-19,131,53
Sep-19,218,82
Sep-19,345,206
Sep-19,148,57
Sep-19,117,39
Sep-19,119,30
Sep-19,156,67
Sep-19,175,65
Sep-19,162,41
Sep-19,120,44
Sep-19,177,87
Sep-19,188,96
Sep-19,128,43
Sep-19,173,93
Sep-19,226,141
Sep-19,117,27
Sep-19,116,31
Sep-19,103,30
Sep-19,240,109
Sep-19,211,124
Sep-19,121,47
Sep-19,175,37
Sep-19,230,151
Sep-19,143,57
Sep-19,126,49
Sep-19,124,30
Sep-19,159,60
Sep-19,118,30
Sep-19,122,62
Sep-19,233,136
Sep-19,153,123
Sep-19,235,145
Sep-19,106,34
Sep-19,186,86
Sep-19,126,53
Sep-19,267,112
Sep-19,220,129
Sep-19,109,22
Sep-19,147,60
Sep-19,217,133
Sep-19,137,51
Sep-19,158,47
Sep-19,281,178
Sep-19,98,23
Sep-19,206,103
Oct-19,92,49
Oct-19,61,0
Oct-19,291,146
Oct-19,227,118
Oct-19,156,40
Oct-19,283,160
Oct-19,134,59
Oct-19,170,60
Oct-19,163,104
Oct-19,246,118
Oct-19,122,57
Oct-19,204,110
Oct-19,141,45
Oct-19,163,73
Oct-19,167,51
Oct-19,101,74
Oct-19,134,50
Oct-19,188,84
Oct-19,166,76
Oct-19,187,116
Oct-19,399,245
Oct-19,195,102
Oct-19,109,29
Oct-19,181,67
Oct-19,98,44
Oct-19,207,124
Oct-19,251,147
Oct-19,316,227
Oct-19,196,76
Oct-19,91,16
Oct-19,93,31
Oct-19,123,44
Oct-19,225,147
Oct-19,170,46
Oct-19,244,165
Oct-19,250,159
Oct-19,154,50
Oct-19,181,91
Oct-19,133,109
Oct-19,209,79
Oct-19,281,176
Oct-19,169,73
Oct-19,160,72
Oct-19,172,73
Oct-19,110,41
Oct-19,132,23
Oct-19,112,39
Oct-19,125,46
Oct-19,141,42
Oct-19,106,26
Oct-19,144,45
Oct-19,231,142
Oct-19,191,97
Oct-19,210,51
Oct-19,125,43
Oct-19,219,147
Oct-19,99,22
Oct-19,273,141
Oct-19,306,201
Oct-19,219,13
Oct-19,116,17
Oct-19,385,298
Oct-19,129,47
Oct-19,169,33
Oct-19,138,48
Oct-19,106,25
Oct-19,171,89
Oct-19,155,65
Oct-19,52,0
Oct-19,126,24
Oct-19,172,77
Oct-19,111,40
Oct-19,170,80
Oct-19,240,141
Oct-19,218,111
Oct-19,238,157
Oct-19,118,73
Oct-19,141,73
Oct-19,159,59
Oct-19,165,80
Oct-19,217,57
Oct-19,139,55
Oct-19,216,117
Oct-19,154,53
Oct-19,78,8
Oct-19,72,14
Oct-19,85,8
Oct-19,143,67
Oct-19,201,107
Oct-19,178,106
Oct-19,92,23
Oct-19,249,187
Oct-19,124,27
Oct-19,128,38
Oct-19,237,161
Oct-19,156,20
Oct-19,97,18
Oct-19,134,35
Oct-19,125,40
Oct-19,237,133
Oct-19,126,33
Oct-19,121,32
Oct-19,167,86
Oct-19,100,17
Oct-19,209,111
Oct-19,229,92
Oct-19,190,94
Oct-19,113,26
Oct-19,149,66
Oct-19,250,142
Oct-19,152,47
Oct-19,249,147
Oct-19,227,106
Oct-19,63,19
Oct-19,105,33
Oct-19,133,102
Oct-19,190,83
Oct-19,132,57
Oct-19,176,47
Oct-19,67,4
Oct-19,113,49
Oct-19,193,88
Oct-19,132,57
Oct-19,65,1
Oct-19,171,101
Oct-19,153,61
Oct-19,169,46
Oct-19,214,104
Oct-19,192,45
Oct-19,249,123
Oct-19,144,52
Oct-19,165,96
Oct-19,229,94
Oct-19,125,72
Oct-19,114,48
Oct-19,173,85
Oct-19,124,50
Oct-19,122,29
Oct-19,130,46
Oct-19,171,69
Oct-19,122,27
Oct-19,212,138
Oct-19,146,32
Oct-19,198,116
Oct-19,119,51
Oct-19,255,62
Oct-19,177,75
Oct-19,281,190
Oct-19,107,33
Oct-19,258,162
Oct-19,213,79
Oct-19,94,7
Oct-19,133,46
Oct-19,164,54
Oct-19,114,50
Oct-19,117,79
Oct-19,265,165
Oct-19,180,72
Oct-19,113,24
Oct-19,181,93
Oct-19,100,32
Oct-19,138,30
Oct-19,133,42
Oct-19,232,133
Oct-19,124,43
Oct-19,172,64
Oct-19,103,13
Oct-19,237,100
Oct-19,231,141
Oct-19,135,39
Oct-19,242,141
Oct-19,173,49
Oct-19,115,56
Oct-19,127,39
Oct-19,119,48
Oct-19,170,90
Oct-19,151,74
Oct-19,171,76
Oct-19,75,7
Oct-19,185,45
Oct-19,238,143
Oct-19,160,64
Oct-19,142,77
Oct-19,149,38
Oct-19,218,132
Oct-19,128,30
Oct-19,186,83
Oct-19,179,73
Oct-19,79,6
Oct-19,99,8
Oct-19,142,58
Oct-19,79,34
Oct-19,122,43
Oct-19,173,158
Oct-19,153,37
Oct-19,436,272
Oct-19,216,117
Oct-19,140,71
Oct-19,179,85
Oct-19,247,153
Oct-19,267,186
Oct-19,126,30
Oct-19,147,107
Oct-19,108,26
Oct-19,127,43
Oct-19,177,64
Oct-19,133,113
Oct-19,231,115
Oct-19,166,63
Oct-19,130,94
Oct-19,165,85
Oct-19,110,21
Oct-19,184,88
Oct-19,209,51
Oct-19,107,34
Oct-19,157,47
Oct-19,138,36
Oct-19,116,30
Oct-19,237,147
Oct-19,133,65
Oct-19,137,59
Oct-19,136,69
Oct-19,309,196
Oct-19,142,60
Oct-19,169,60
Oct-19,98,23
Oct-19,113,20
Oct-19,84,56
Oct-19,269,160
Oct-19,144,62
Oct-19,201,105
Oct-19,184,109
Oct-19,164,80
Oct-19,167,85
Oct-19,196,90
Oct-19,325,203
Oct-19,162,57
Oct-19,149,58
Oct-19,196,112
Oct-19,96,17
Oct-19,95,74
Oct-19,107,22
Oct-19,92,13
Oct-19,125,65
Oct-19,222,137
Oct-19,230,141
Oct-19,103,45
Oct-19,96,19
Oct-19,93,16
Oct-19,152,36
Oct-19,128,59
Oct-19,148,16
Oct-19,147,64
Oct-19,166,81
Oct-19,106,25
Oct-19,242,108
Oct-19,119,48
Oct-19,97,82
Oct-19,111,9
Oct-19,111,24
Oct-19,162,67
Oct-19,168,76
Oct-19,129,37
Oct-19,804,606
Oct-19,137,55
Oct-19,63,6
Oct-19,48,19
Oct-19,206,75
Oct-19,163,61
Oct-19,244,151
Oct-19,174,87
Oct-19,157,69
Oct-19,49,19
Oct-19,152,54
Oct-19,183,74
Oct-19,135,28
Oct-19,111,28
Oct-19,131,51
Oct-19,262,136
Oct-19,115,30
Oct-19,112,1
Oct-19,232,108
Oct-19,172,98
Oct-19,131,73
Oct-19,337,225
Oct-19,79,13
Oct-19,162,35
Oct-19,204,79
Oct-19,134,54
Oct-19,100,6
Oct-19,136,51
Oct-19,111,52
Oct-19,160,94
Oct-19,126,50
Oct-19,257,139
Oct-19,102,37
Oct-19,105,43
Oct-19,127,86
Oct-19,432,327
Oct-19,129,29
Oct-19,108,36
Oct-19,173,86
Oct-19,147,80
Oct-19,132,37
Oct-19,163,75
Oct-19,156,77
Oct-19,214,124
Oct-19,93,8
Oct-19,222,84
Oct-19,105,25
Oct-19,111,62
Oct-19,136,75
Oct-19,111,6
Oct-19,119,0
Oct-19,587,458
Oct-19,211,120
Oct-19,208,97
Oct-19,211,22
Oct-19,105,24
Oct-19,186,113
Oct-19,62,12
Oct-19,191,79
Oct-19,197,107
Oct-19,165,98
Oct-19,82,0
Oct-19,233,145
Oct-19,153,72
Oct-19,254,167
Oct-19,122,37
Oct-19,175,77
Oct-19,136,55
Oct-19,233,135
Oct-19,265,151
Oct-19,302,184
Oct-19,166,59
Oct-19,91,16
Oct-19,198,95
Oct-19,181,105
Oct-19,130,35
Oct-19,161,52
